name_hotel,url_hotel,adress_hotel,price_hotel,position_by_city_hotel,city_hotel,country_hotel,localisation_hotel,global_rate_hotel,category_hotel,style_hotel,equipments_hotel
Tagadirt Hotel,https://www.tripadvisor.fr/Hotel_Review-g293731-d317359-Reviews-Tagadirt_Hotel-Agadir_Souss_Massa.html,"Boulevard du 20 Aout, Agadir 80000 Maroc",30,76 sur 87,Agadir  ,Maroc  ,Afrique||Maroc||Région de Souss-Massa-Draa||Agadir,3.0,3.0,Au centre-ville,Parking public payant à proximité||Internet gratuit||Piscine||Bar/lounge||Divertissements le soir||Ping-pong||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Salon commun/espace TV||Internet||Piscine extérieure||Restaurant||Buffet de petit-déjeuner||Snack-bar||Chaises longues/chaises de plage||Parasols||Distributeur de billets sur site||Réception 24 heures sur 24||Coffre-fort||Vue sur l'océan||Parking public payant à proximité||Internet gratuit||Piscine||Bar/lounge||Divertissements le soir||Ping-pong||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Salon commun/espace TV||Internet||Piscine extérieure||Restaurant||Buffet de petit-déjeuner||Snack-bar||Chaises longues/chaises de plage||Parasols||Distributeur de billets sur site||Réception 24 heures sur 24||Coffre-fort||Vue sur l'océan
Maison D'Hote Le Ciel Bleu,https://www.tripadvisor.fr/Hotel_Review-g480211-d1911425-Reviews-Maison_D_Hote_Le_Ciel_Bleu-Tinerhir_Souss_Massa.html,"Route des Gorge Toudgha Tizgui Tinghir, Tinerhir 45800 Maroc",30,15 sur 46 B&B/auberges à Tinerhir,Tinerhir  ,Maroc  ,Afrique||Maroc||Région de Souss-Massa-Draa||Tinerhir,4.5,,,Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Restaurant||Location de vélos||Randonnée||Navette aéroport||Centre d'affaires avec accès Internet||Salles de réunion||Petit-déjeuner dans la chambre||Menus spéciaux||Divertissements le soir||Location de voitures||Stockage des bagages||Supérette||Change des devises||Boutique de cadeaux||Hôtel non-fumeurs||Cuisine commune||Salon commun/espace TV||Boutiques||Solarium||Réception 24 heures sur 24||Arrivée/départ express||Arrivée/départ privé||Chambres insonorisées||Service de ménage||Service en chambre||Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Restaurant||Location de vélos||Randonnée||Navette aéroport||Centre d'affaires avec accès Internet||Salles de réunion||Petit-déjeuner dans la chambre||Menus spéciaux||Divertissements le soir||Location de voitures||Stockage des bagages||Supérette||Change des devises||Boutique de cadeaux||Hôtel non-fumeurs||Cuisine commune||Salon commun/espace TV||Boutiques||Solarium||Réception 24 heures sur 24||Arrivée/départ express||Arrivée/départ privé||Chambres insonorisées||Service de ménage||Service en chambre
Belambra Clubs - Les Lauriers Roses,https://www.tripadvisor.fr/Hotel_Review-g196602-d646888-Reviews-Belambra_Clubs_Les_Lauriers_Roses-Cap_d_Agde_Agde_Herault_Occitanie.html,"3 Avenue de la Butte 3 impasse des Consuls, 34300 Cap d'Agde, Agde France",,10 sur 28,Cap d'Agde  ,France  ,Europe||France||Occitanie||Hérault||Agde||Cap d'Agde,4.0,2.0,Familial||Intermédiaire,Parking gratuit||Wi-Fi||Piscine extérieure||Cours de remise en forme||Bar côté piscine||Location de vélos||Terrain de golf||Babysitting||Wi-Fi payant||Clôture entourant la piscine||Restaurant||Buffet de petit-déjeuner||Menus pour les enfants||Snack-bar||Minigolf||Court de tennis||Planche à voile||Billard||Personnel en charge du divertissement||Divertissements le soir||Karaoké||Ping-pong||Jeux de société/puzzles||Discothèque/DJ||Aire de jeux pour les enfants||Clubs pour enfants||Équipements de jeux pour enfants en plein air||Service de taxi||Stockage des bagages||Boutique de cadeaux||Journal||Mobilier d'extérieur||Solarium||Chaises longues/chaises de plage||Solarium||Parasols||Trousse de premiers soins||Parasol||Sèche-linge||Blanchisserie en libre-service||Lave-linge||Service de ménage||Coffre-fort||Penderie/armoire||Salles de bain privatives||Cafetière/théière||Lave-vaisselle||TV par câble/satellite||Baignoire/douche||Micro-ondes||Four||Réfrigérateur||Cuisinière||Ustensiles de cuisine||Chambres non-fumeurs||Chambres familiales||Parking gratuit||Wi-Fi||Piscine extérieure||Cours de remise en forme||Bar côté piscine||Location de vélos||Terrain de golf||Babysitting||Wi-Fi payant||Clôture entourant la piscine||Restaurant||Buffet de petit-déjeuner||Menus pour les enfants||Snack-bar||Minigolf||Court de tennis||Planche à voile||Billard||Personnel en charge du divertissement||Divertissements le soir||Karaoké||Ping-pong||Jeux de société/puzzles||Discothèque/DJ||Aire de jeux pour les enfants||Clubs pour enfants||Équipements de jeux pour enfants en plein air||Service de taxi||Stockage des bagages||Boutique de cadeaux||Journal||Mobilier d'extérieur||Solarium||Chaises longues/chaises de plage||Solarium||Parasols||Trousse de premiers soins||Parasol||Sèche-linge||Blanchisserie en libre-service||Lave-linge||Service de ménage||Coffre-fort||Penderie/armoire||Salles de bain privatives||Cafetière/théière||Lave-vaisselle||TV par câble/satellite||Baignoire/douche||Micro-ondes||Four||Réfrigérateur||Cuisinière||Ustensiles de cuisine||Chambres non-fumeurs||Chambres familiales
Paradù Tuscany EcoResort,https://www.tripadvisor.fr/Hotel_Review-g1092805-d6278155-Reviews-Paradu_Tuscany_EcoResort-Donoratico_Castagneto_Carducci_Province_of_Livorno_Tuscany.html,"Loc.Paradu 383/B, 57022 Donoratico, Castagneto Carducci Italie",,1 sur 2,Donoratico  ,Italie  ,Europe||Italie||Toscane||Province of Livorno||Castagneto Carducci||Donoratico,4.0,4.0,Vue sur le parc,Parking gratuit||Internet gratuit||Piscine||Cours de remise en forme||Bar/lounge||Plage||Location de vélos||Babysitting||Station de recharge pour véhicules électriques||Parking||Wi-Fi||Jacuzzi||Piscine extérieure||Restaurant||Buffet de petit-déjeuner||Buffet adapté aux enfants||Snack-bar||Piscine avec bar intégré||Bar côté piscine||Canoë||Court de tennis||Personnel en charge du divertissement||Divertissements le soir||Ping-pong||Aire de jeux intérieure pour les enfants||Activités pour les enfants (Enfants/Pour les familles)||Clubs pour enfants||Équipements de jeux pour enfants en plein air||Service d'autobus||Salle de réception||Massage||Stockage des bagages||Concierge||Supérette||Boutiques||Chaises longues/chaises de plage||Parasols||Service de blanchisserie||Blanchisserie en libre-service||Climatisation||Plage privée||Service de ménage||Balcon privé||Coffre-fort||Kitchenette||Réfrigérateur||Télévision à écran plat||Ustensiles de cuisine||Chambres non-fumeurs||Chambres familiales||Parking gratuit||Internet gratuit||Piscine||Cours de remise en forme||Bar/lounge||Plage||Location de vélos||Babysitting||Station de recharge pour véhicules électriques||Parking||Wi-Fi||Jacuzzi||Piscine extérieure||Restaurant||Buffet de petit-déjeuner||Buffet adapté aux enfants||Snack-bar||Piscine avec bar intégré||Bar côté piscine||Canoë||Court de tennis||Personnel en charge du divertissement||Divertissements le soir||Ping-pong||Aire de jeux intérieure pour les enfants||Activités pour les enfants (Enfants/Pour les familles)||Clubs pour enfants||Équipements de jeux pour enfants en plein air||Service d'autobus||Salle de réception||Massage||Stockage des bagages||Concierge||Supérette||Boutiques||Chaises longues/chaises de plage||Parasols||Service de blanchisserie||Blanchisserie en libre-service||Climatisation||Plage privée||Service de ménage||Balcon privé||Coffre-fort||Kitchenette||Réfrigérateur||Télévision à écran plat||Ustensiles de cuisine||Chambres non-fumeurs||Chambres familiales
Barcelo Palmeraie,https://www.tripadvisor.fr/Hotel_Review-g293734-d16541118-Reviews-Barcelo_Palmeraie-Marrakech_Marrakech_Safi.html,"KM6 Route de Fes BP 658, Marrakech 40000 Maroc",160,191 sur 678,Marrakech  ,Maroc  ,Afrique||Maroc||Marrakech-Safi||Marrakech,4.0,5.0,,Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Petit-déjeuner inclus||Court de tennis||Babysitting||Activités pour les enfants (Enfants/Pour les familles)||Wi-Fi||Piscine extérieure||Bar/lounge||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Bar côté piscine||Clubs pour enfants||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Navettes aéroport gratuites||Navette aéroport||Service d'autobus||Location de voitures||Centre d'affaires avec accès Internet||Salles de conférence||Salle de réception||Salles de réunion||Spa||Soins du visage||Massage des pieds||Hammam||Bain de vapeur||Stockage des bagages||Concierge||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Service en chambre||Minibar||Télévision à écran plat||Chambres non-fumeurs||Suites||Chambres familiales||Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Piscine||Centre de remise en forme/Salle de sport||Petit-déjeuner inclus||Court de tennis||Babysitting||Activités pour les enfants (Enfants/Pour les familles)||Wi-Fi||Piscine extérieure||Bar/lounge||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Bar côté piscine||Clubs pour enfants||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Navettes aéroport gratuites||Navette aéroport||Service d'autobus||Location de voitures||Centre d'affaires avec accès Internet||Salles de conférence||Salle de réception||Salles de réunion||Spa||Soins du visage||Massage des pieds||Hammam||Bain de vapeur||Stockage des bagages||Concierge||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Service en chambre||Minibar||Télévision à écran plat||Chambres non-fumeurs||Suites||Chambres familiales
Aqua Mirage Club & Aqua Parc - All Inclusive,https://www.tripadvisor.fr/Hotel_Review-g293734-d7856438-Reviews-Aqua_Mirage_Club_Aqua_Parc-Marrakech_Marrakech_Safi.html,"Km 5, Route de Tahanaout, Marrakech 40065 Maroc",130,183 sur 678,Marrakech  ,Maroc  ,Afrique||Maroc||Marrakech-Safi||Marrakech,4.0,4.0,Complexe familial||Familial,Parking gratuit||Piscine||Centre de remise en forme/Salle de sport||Petit-déjeuner inclus||Badminton||Court de tennis||Activités pour les enfants (Enfants/Pour les familles)||Clubs pour enfants||Serviettes de plage/piscine||Piscine avec vue||Piscine extérieure||Piscine chauffée||Vestiaires du spa/centre de remise en forme||Cours de remise en forme||Bar/lounge||Café||Restaurant||Buffet de petit-déjeuner||Boisson de bienvenue offerte||Buffet adapté aux enfants||Salle à manger extérieure||Snack-bar||Vin/champagne||Bar côté piscine||Parc aquatique||Aérobic||Fléchettes||Personnel en charge du divertissement||Divertissements le soir||Karaoké||Ping-pong||Toboggan aquatique||Jeux de société/puzzles||Piscine pour enfants||Équipements de jeux pour enfants en plein air||Chaises hautes disponibles||Navette aéroport||Service d'autobus||Salles de conférence||Salle de réception||Salles de réunion||Spa||Enveloppement corporel||Massage en couple||Soins du visage||Massage des pieds||Massage corporel complet||Hammam||Massage des mains||Massage de la tête||Manucure||Massage||Massage du cou||Pédicure||Salon||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Supérette||Change des devises||Boutique de cadeaux||Mobilier d'extérieur||Solarium||Chaises longues/chaises de plage||Parasols||Distributeur de billets sur site||Trousse de premiers soins||Infirmerie||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Bureau||Service de ménage||Chambres communicantes disponibles||Réfrigérateur||TV par câble/satellite||Canapé-lit||Produits de toilette gratuits||Balcon privé||Coffre-fort||Canapé||Téléphone||Penderie/armoire||Salles de bain privatives||Sol en marbre/carrelage||Télévision à écran plat||Sèche-cheveux||Vue sur la montagne||Vue sur la piscine||Chambres non-fumeurs||Chambres familiales||Parking gratuit||Piscine||Centre de remise en forme/Salle de sport||Petit-déjeuner inclus||Badminton||Court de tennis||Activités pour les enfants (Enfants/Pour les familles)||Clubs pour enfants||Serviettes de plage/piscine||Piscine avec vue||Piscine extérieure||Piscine chauffée||Vestiaires du spa/centre de remise en forme||Cours de remise en forme||Bar/lounge||Café||Restaurant||Buffet de petit-déjeuner||Boisson de bienvenue offerte||Buffet adapté aux enfants||Salle à manger extérieure||Snack-bar||Vin/champagne||Bar côté piscine||Parc aquatique||Aérobic||Fléchettes||Personnel en charge du divertissement||Divertissements le soir||Karaoké||Ping-pong||Toboggan aquatique||Jeux de société/puzzles||Piscine pour enfants||Équipements de jeux pour enfants en plein air||Chaises hautes disponibles||Navette aéroport||Service d'autobus||Salles de conférence||Salle de réception||Salles de réunion||Spa||Enveloppement corporel||Massage en couple||Soins du visage||Massage des pieds||Massage corporel complet||Hammam||Massage des mains||Massage de la tête||Manucure||Massage||Massage du cou||Pédicure||Salon||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Supérette||Change des devises||Boutique de cadeaux||Mobilier d'extérieur||Solarium||Chaises longues/chaises de plage||Parasols||Distributeur de billets sur site||Trousse de premiers soins||Infirmerie||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Bureau||Service de ménage||Chambres communicantes disponibles||Réfrigérateur||TV par câble/satellite||Canapé-lit||Produits de toilette gratuits||Balcon privé||Coffre-fort||Canapé||Téléphone||Penderie/armoire||Salles de bain privatives||Sol en marbre/carrelage||Télévision à écran plat||Sèche-cheveux||Vue sur la montagne||Vue sur la piscine||Chambres non-fumeurs||Chambres familiales
Domaine de Crecy,https://www.tripadvisor.fr/Hotel_Review-g1051974-d597169-Reviews-Domaine_de_Crecy-Crecy_la_Chapelle_Seine_et_Marne_Ile_de_France.html,"Route de Guerard, 77580 Crecy-la-Chapelle France",84,,Crecy-la-Chapelle  ,France  ,Europe||France||Île-de-France||Seine-et-Marne||Crecy-la-Chapelle,4.0,3.0,,Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Piscine||Bar/lounge||Terrain de golf||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Salle de réception||Salles de réunion||Wi-Fi||Piscine extérieure||Restaurant||Menus pour les enfants||Snack-bar||Menus spéciaux||Vin/champagne||Journal||Hôtel non-fumeurs||Climatisation||Kitchenette||Micro-ondes||Réfrigérateur||Télévision à écran plat||Suite nuptiale||Chambres non-fumeurs||Suites||Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Piscine||Bar/lounge||Terrain de golf||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Salle de réception||Salles de réunion||Wi-Fi||Piscine extérieure||Restaurant||Menus pour les enfants||Snack-bar||Menus spéciaux||Vin/champagne||Journal||Hôtel non-fumeurs||Climatisation||Kitchenette||Micro-ondes||Réfrigérateur||Télévision à écran plat||Suite nuptiale||Chambres non-fumeurs||Suites
Cactus Club Yali Hotels & Resort,https://www.tripadvisor.fr/Hotel_Review-g676110-d673610-Reviews-Cactus_Club_Yali_Hotels_Resort-Gumuldur_Izmir_Province_Turkish_Aegean_Coast.html,"Inonu Cd. No:59 / 6-11, Gumuldur 34437 Turquie",,2 sur 12,Gumuldur  ,Turquie  ,Europe||Turquie||Côte égéenne de la Turquie||Izmir Province||Gumuldur,4.0,4.0,Vue sur le parc,Parking gratuit||Internet gratuit||Piscine||Sauna||Petit-déjeuner inclus||Plage||Minigolf||Babysitting||Parking dans la rue||Internet||Piscine intérieure||Piscine extérieure||Piscine chauffée||Bar/lounge||Restaurant||Buffet de petit-déjeuner||Snack-bar||Bar côté piscine||Court de tennis||Parc aquatique||Billard||Fléchettes||Personnel en charge du divertissement||Divertissements le soir||Ping-pong||Activités pour les enfants (Enfants/Pour les familles)||Clubs pour enfants||Équipements de jeux pour enfants en plein air||Navette aéroport||Service d'autobus||Location de voitures||Salles de conférence||Salle de réception||Salles de réunion||Spa||Soins du visage||Hammam||Massage||Salon||Stockage des bagages||Concierge||Supérette||Boutique de cadeaux||Salon commun/espace TV||Chaises longues/chaises de plage||Distributeur de billets sur site||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Plage privée||Balcon privé||Coffre-fort||Minibar||Réfrigérateur||Télévision à écran plat||Vue sur l'océan||Chambres non-fumeurs||Suites||Chambres familiales||Parking gratuit||Internet gratuit||Piscine||Sauna||Petit-déjeuner inclus||Plage||Minigolf||Babysitting||Parking dans la rue||Internet||Piscine intérieure||Piscine extérieure||Piscine chauffée||Bar/lounge||Restaurant||Buffet de petit-déjeuner||Snack-bar||Bar côté piscine||Court de tennis||Parc aquatique||Billard||Fléchettes||Personnel en charge du divertissement||Divertissements le soir||Ping-pong||Activités pour les enfants (Enfants/Pour les familles)||Clubs pour enfants||Équipements de jeux pour enfants en plein air||Navette aéroport||Service d'autobus||Location de voitures||Salles de conférence||Salle de réception||Salles de réunion||Spa||Soins du visage||Hammam||Massage||Salon||Stockage des bagages||Concierge||Supérette||Boutique de cadeaux||Salon commun/espace TV||Chaises longues/chaises de plage||Distributeur de billets sur site||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Service de repassage||Climatisation||Plage privée||Balcon privé||Coffre-fort||Minibar||Réfrigérateur||Télévision à écran plat||Vue sur l'océan||Chambres non-fumeurs||Suites||Chambres familiales
Hotel Negresco,https://www.tripadvisor.fr/Hotel_Review-g187234-d195659-Reviews-Hotel_Negresco-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,"37 Promenade des Anglais, 06000 Nice France",278,22 sur 207,Nice  ,France  ,Europe||France||Provence-Alpes-Côte d'Azur||Côte d'Azur||Nice,4.0,5.0,Romantique||Superbe vue,Service de voiturier||Internet haut débit gratuit (Wi-Fi)||Centre de remise en forme/Salle de sport||Bar/lounge||Plage||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Centre d'affaires avec accès Internet||Salles de conférence||Parking privé payant sur site||Wi-Fi||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Salle de réception||Salles de réunion||Stockage des bagages||Concierge||Change des devises||Boutique de cadeaux||Journal||Hôtel non-fumeurs||Service de majordome||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Cirage||Chambres insonorisées||Climatisation||Plage privée||Service de ménage||Balcon privé||Minibar||Réfrigérateur||Télévision à écran plat||Service en chambre||Coffre-fort||Téléphone||Équipements de chambre VIP||Vue sur l'océan||Suite nuptiale||Chambres non-fumeurs||Suites||Service de voiturier||Internet haut débit gratuit (Wi-Fi)||Centre de remise en forme/Salle de sport||Bar/lounge||Plage||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Centre d'affaires avec accès Internet||Salles de conférence||Parking privé payant sur site||Wi-Fi||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Salle de réception||Salles de réunion||Stockage des bagages||Concierge||Change des devises||Boutique de cadeaux||Journal||Hôtel non-fumeurs||Service de majordome||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Cirage||Chambres insonorisées||Climatisation||Plage privée||Service de ménage||Balcon privé||Minibar||Réfrigérateur||Télévision à écran plat||Service en chambre||Coffre-fort||Téléphone||Équipements de chambre VIP||Vue sur l'océan||Suite nuptiale||Chambres non-fumeurs||Suites
Grand Hotel Des Anglais,https://www.tripadvisor.fr/Hotel_Review-g194900-d482647-Reviews-Grand_Hotel_Des_Anglais-Sanremo_Italian_Riviera_Liguria.html,"Salita Grande Albergo 8 Corso Imperatrice 134, 18038, Sanremo Italie",,21 sur 42,Sanremo  ,Italie  ,Europe||Italie||Ligurie||Ligurie||Sanremo,3.5,4.0,Vue sur la baie||Superbe vue,Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Petit-déjeuner inclus||Plage||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Salles de conférence||Salle de réception||Stockage des bagages||Wi-Fi||Bar/lounge||Restaurant||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Menus spéciaux||Salles de réunion||Concierge||Salon commun/espace TV||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Climatisation||Balcon privé||Service en chambre||Coffre-fort||Minibar||Télévision à écran plat||Vue sur l'océan||Chambres non-fumeurs||Suites||Chambres familiales||Parking gratuit||Internet haut débit gratuit (Wi-Fi)||Petit-déjeuner inclus||Plage||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Salles de conférence||Salle de réception||Stockage des bagages||Wi-Fi||Bar/lounge||Restaurant||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Menus spéciaux||Salles de réunion||Concierge||Salon commun/espace TV||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Climatisation||Balcon privé||Service en chambre||Coffre-fort||Minibar||Télévision à écran plat||Vue sur l'océan||Chambres non-fumeurs||Suites||Chambres familiales
Hotel Windsor Nice,https://www.tripadvisor.fr/Hotel_Review-g187234-d219971-Reviews-Hotel_Windsor_Nice-Nice_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html,"11 rue Dalpozzo, 06000 Nice France",191,13 sur 207,Nice  ,France  ,Europe||France||Provence-Alpes-Côte d'Azur||Côte d'Azur||Nice,4.0,4.0,Original||Charmant,Parking public payant à proximité||Internet haut débit gratuit (Wi-Fi)||Piscine||Bar/lounge||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Navette aéroport||Salle de réception||Spa||Garage||Wi-Fi||Serviettes de plage/piscine||Piscine extérieure||Café||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Café soluble offert||Thé offert||Menus pour les enfants||Vin/champagne||Service de taxi||Massage en couple||Soins du visage||Massage des pieds||Massage corporel complet||Hammam||Massage des mains||Massage de la tête||Massage||Massage du cou||Bain de vapeur||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Journal||Hôtel non-fumeurs||Mobilier d'extérieur||Chaises longues/chaises de plage||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Climatisation||Balcon privé||Service en chambre||Coffre-fort||Minibar||Bouilloire électrique||Télévision à écran plat||Produits de toilette gratuits||Téléphone||Penderie/armoire||Penderie||Service de réveil/réveil-matin||Sèche-cheveux||Chambres non-fumeurs||Parking public payant à proximité||Internet haut débit gratuit (Wi-Fi)||Piscine||Bar/lounge||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Navette aéroport||Salle de réception||Spa||Garage||Wi-Fi||Serviettes de plage/piscine||Piscine extérieure||Café||Restaurant||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Café soluble offert||Thé offert||Menus pour les enfants||Vin/champagne||Service de taxi||Massage en couple||Soins du visage||Massage des pieds||Massage corporel complet||Hammam||Massage des mains||Massage de la tête||Massage||Massage du cou||Bain de vapeur||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Journal||Hôtel non-fumeurs||Mobilier d'extérieur||Chaises longues/chaises de plage||Réception 24 heures sur 24||Nettoyage à sec||Service de blanchisserie||Climatisation||Balcon privé||Service en chambre||Coffre-fort||Minibar||Bouilloire électrique||Télévision à écran plat||Produits de toilette gratuits||Téléphone||Penderie/armoire||Penderie||Service de réveil/réveil-matin||Sèche-cheveux||Chambres non-fumeurs
Hotel L'Echiquier Opéra Paris MGallery by Sofitel,https://www.tripadvisor.fr/Hotel_Review-g187147-d207686-Reviews-Hotel_L_Echiquier_Opera_Paris_MGallery-Paris_Ile_de_France.html,"38 rue de l Echiquier 10 Arr., 75010 Paris France",206,153 sur 1 852,Paris  ,France  ,Europe||France||Île-de-France||Paris,4.5,4.0,Vert,Parking privé payant à proximité||Internet haut débit gratuit (Wi-Fi)||Centre de remise en forme/Salle de sport||Bar/lounge||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Service de taxi||Centre d'affaires avec accès Internet||Salles de conférence||Wi-Fi||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Salle de réception||Salles de réunion||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Journal||Hôtel non-fumeurs||Salon commun/espace TV||Arrivée 24 heures sur 24||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Cirage||Chambres insonorisées||Climatisation||Service de ménage||Service en chambre||Coffre-fort||Eau en bouteille||Minibar||Télévision à écran plat||Chambres non-fumeurs||Suites||Parking privé payant à proximité||Internet haut débit gratuit (Wi-Fi)||Centre de remise en forme/Salle de sport||Bar/lounge||Animaux domestiques autorisés (Chien/Animaux de compagnie)||Service de taxi||Centre d'affaires avec accès Internet||Salles de conférence||Wi-Fi||Petit-déjeuner disponible||Buffet de petit-déjeuner||Petit-déjeuner dans la chambre||Salle de réception||Salles de réunion||Sécurité 24 heures sur 24||Stockage des bagages||Concierge||Journal||Hôtel non-fumeurs||Salon commun/espace TV||Arrivée 24 heures sur 24||Réception 24 heures sur 24||Arrivée/départ express||Nettoyage à sec||Service de blanchisserie||Service de repassage||Cirage||Chambres insonorisées||Climatisation||Service de ménage||Service en chambre||Coffre-fort||Eau en bouteille||Minibar||Télévision à écran plat||Chambres non-fumeurs||Suites
Monceau Wagram Hotel,https://www.tripadvisor.fr/Hotel_Review-g187147-d229590-Reviews-Monceau_Wagram_Hotel-Paris_Ile_de_France.html,"7 rue Rennequin, 75017 Paris France",,807 sur 1 852,Paris  ,France  ,Europe||France||Île-de-France||Paris,4.0,3.0,,Internet haut débit gratuit (Wi-Fi)||Bar/lounge||Navette aéroport||Salon||Stockage des bagages||Hôtel non-fumeurs||Réception 24 heures sur 24||Arrivée/départ express||Wi-Fi||Café||Petit-déjeuner disponible||Buffet de petit-déjeuner||Service de blanchisserie||Blanchisserie en libre-service||Chambres insonorisées||Climatisation||Bureau||Coffre-fort||Téléphone||Minibar||Télévision à écran plat||Baignoire/douche||Sèche-cheveux||Chambres non-fumeurs||Internet haut débit gratuit (Wi-Fi)||Bar/lounge||Navette aéroport||Salon||Stockage des bagages||Hôtel non-fumeurs||Réception 24 heures sur 24||Arrivée/départ express||Wi-Fi||Café||Petit-déjeuner disponible||Buffet de petit-déjeuner||Service de blanchisserie||Blanchisserie en libre-service||Chambres insonorisées||Climatisation||Bureau||Coffre-fort||Téléphone||Minibar||Télévision à écran plat||Baignoire/douche||Sèche-cheveux||Chambres non-fumeurs
Hotel Alison,https://www.tripadvisor.fr/Hotel_Review-g187147-d233389-Reviews-Hotel_Alison-Paris_Ile_de_France.html,"21 rue de Surene 8th Arr., 75008 Paris France",132,822 sur 1 852,Paris  ,France  ,Europe||France||Île-de-France||Paris,4.0,3.0,,Parking public payant à proximité||Internet haut débit gratuit (Wi-Fi)||Wi-Fi||Petit-déjeuner disponible||Petit-déjeuner dans la chambre||Stockage des bagages||Hôtel non-fumeurs||Réception 24 heures sur 24||Rideaux occultants||Bureau||Service de ménage||Coffre-fort||Téléphone||Télévision à écran plat||Produits de toilette gratuits||Sèche-cheveux||Salles de bain privatives||Service de réveil/réveil-matin||Chambres non-fumeurs||Rideaux occultants||Bureau||Service de ménage||Coffre-fort||Téléphone||Télévision à écran plat||Produits de toilette gratuits||Sèche-cheveux||Salles de bain privatives||Service de réveil/réveil-matin||Parking public payant à proximité||Internet haut débit gratuit (Wi-Fi)||Wi-Fi||Petit-déjeuner disponible||Petit-déjeuner dans la chambre||Stockage des bagages||Hôtel non-fumeurs||Réception 24 heures sur 24||Chambres non-fumeurs
